review,clean_text,sentiment
very nice Tyme pass game,nice tyme pas game,positive
GGG R ESS at,gg r es,neutral
Arshad,arshad,neutral
"I will change to 5 stars when I am able to play my farm in multiple devices, it's frustrating start over and over again",change star able play farm multiple device frustrating start,positive
Ads in game no Games in ads yes,ad game game ad yes,positive
Very Interesting Game. Every levels are sooo fun. It makes me happy. But Please make with Bengali language.,interesting game every level soo fun make happy please make bengali language,positive
It's fun and not hard to understand,fun hard understand,positive
Please unlock the more planes and pro mod system dear developer I request you 🙏,please unlock plane pro mod system dear developer request folded hand,positive
Game hay vkl,game hay vkl,neutral
"I love stardew Valley, but almost all the control schemes except tap-to-move are broken, I can't interact with a lot of things in the menus for some reason unless I swap back to tap-to-move and trying to fish never actually charges the fishing rod. Games is great, just issues with the movement controls.",love stardew valley almost control scheme except tap move broken interact lot thing menu reason unless swap back tap move trying fish never actually charge fishing rod game great issue movement control,positive
cool happy new year 🎉 happy 😄,cool happy new year party popper happy grinning face smiling eye,positive
It's challenging and fun helps me unwind after a day with grandkids,challenging fun help unwind day grandkids,positive
pretty good game,pretty good game,positive
Susah,susah,neutral
Very hard and I am not playing this for a week 👿🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬*quits*,hard playing week angry face horn face symbol mouth face symbol mouth face symbol mouth face symbol mouth face symbol mouth face symbol mouth face symbol mouth face symbol mouth face symbol mouth face symbol mouth face symbol mouth face symbol mouth face symbol mouth face symbol mouth face symbol mouth face symbol mouth face symbol mouth face symbol mouth face symbol mouth face symbol mouth face symbol mouth face symbol mouth face symbol mouth face symbol mouth face symbol mouth face symbol mouth face symbol mouth face symbol mouth face symbol mouth face symbol mouth face symbol mouth face symbol mouth face symbol mouth quits,negative
Bọn này còn bản global liqi chắc có he,bọn này còn bản global liqi chắc có,neutral
جيدة,جيدة,neutral
I mean it has millions of levels,mean million level,negative
so good games in this but one problem is the phone becomes hot,good game one problem phone becomes hot,neutral
It's a fun game and has a good community. I've had the game(including gd Lite) and have no problems with it. My friend has problems though. It won't let him update to 2.2 and it sometimes deletes his progress. Plz fix those problems for my friends sake but I haven't had any issues.,fun game good community game including gd lite problem friend problem though let update sometimes deletes progress plz fix problem friend sake issue,positive
Xếp team ncc,xếp team ncc,neutral
It is fun,fun,positive
"Love this game. I remember when it came out. I was only like 6 ir 7 and couldn't play properly, but now I'm 15, and I love playing this 100% would recommend",love game remember came like ir could play properly love playing would recommend,positive
Lockheed L-1011 TriStar and real damage Physics rescue walk in aircraft fire Physics to Engine's doesn't destroy the aircraft but eats away controls slowly and Jet Fuel won't ignite by fire unless crash no fire if out of fuel CVR/Cockpit Voice Recorder and FDR/Flight Data Recorder added for audio and control behavior TCAS/ Traffic Collision Avoidance System also added all aircraft have own GWPS/Ground Proximity Warning System and for Boeing 727-200 GWPS Max Speed Crash Hydraulics Trim added all,lockheed l tristar real damage physic rescue walk aircraft fire physic engine destroy aircraft eats away control slowly jet fuel ignite fire unless crash fire fuel cvr cockpit voice recorder fdr flight data recorder added audio control behavior tcas traffic collision avoidance system also added aircraft gwps ground proximity warning system boeing gwps max speed crash hydraulics trim added,negative
This game is to much good 💯😊,game much good hundred point smiling face smiling eye,positive
How can I play the new levels of the ads will it work,play new level ad work,positive
bhut acha game hai,bhut acha game hai,neutral
I love it,love,positive
More planes should be unlocked for the free users kindly,plane unlocked free user kindly,positive
Best game ever it was my childhood,best game ever childhood,positive
Superb,superb,positive
Như c,như c,neutral
This Game is best then all,game best,positive
Had no sound,sound,neutral
4 stars because I'm worried that my progress is not secured via saving it on my google account. And my game progress is not transferrable to other devices 👎🏼 also is it true that the next update might be a year to come?,star worried progress secured via saving google account game progress transferrable device thumb medium light skin tone also true next update might year come,positive
"Great designs, fun gameplay, pretty much perfect game.😁",great design fun gameplay pretty much perfect game beaming face smiling eye,positive
Love the game however I've found that the version of this app on my child's fire tablet is actually better and harder than the one available to adults? Not sure why that is and it's a shame as I find the game way too easy and the same 4 maps very boring.,love game however found version app child fire tablet actually better harder one available adult sure shame find game way easy map boring,positive
game toan tre trau,game toan tre trau,neutral
Good,good,positive
Almost every time I get into the game it says no space left I like the game but it's always saying no space when I first get into the game,almost every time get game say space left like game always saying space first get game,positive
"Love it! Sometimes it's a little buggy, but even then just close the app and reload it and it works fine! Not only that, but it saves your progress for if you accidentally close out. I've spent Over 100 hours on this game since I bought it",love sometimes little buggy even close app reload work fine save progress accidentally close spent hour game since bought,positive
On top,top,positive
It is very wonderful game,wonderful game,positive
Realy fun,realy fun,positive
The games is super duper fun and I made this because I made fun games,game super duper fun made made fun game,positive
Same like the adds,like add,positive
"Is a shame this games made of 75% ads and is huge BLOATWARE that's laggy as f, but not worth the time it takes to do... Looks great but plays awful.",shame game made ad huge bloatware laggy f worth time take look great play awful,positive
"I love this game. The only change I would make is no ads. On there Comercial it said the game would have no ads,but mine does. Please fix this.",love game change would make ad comercial said game would ad mine please fix,positive
Every time I go to open my game (via Android) it loads for a little bit but then kicks me out. I just bought it and wasted my money...,every time go open game via android load little bit kick bought wasted money,negative
#we need an answer,need answer,neutral
"Sad but you'll want to play it through, reminiscent of world of goo. VERY clever game... I'm glad there's people pushing the limits still. Looking forward to more from playdead!",sad want play reminiscent world goo clever game glad people pushing limit still looking forward playdead,negative
it is good and does not show many adds if you suggest it from me it is one of the best free games I have used till now and my sister also loves this game and would love to see more people play this game for me it is a 4/5 I just have the problem that this game will exclusively show ratings and would not stop until I write a review about the game 🎯🎯 other than this it is an pretty good and nice game and it is also family friendly some times we play this game when it is raining outside it good,good show many add suggest one best free game used till sister also love game would love see people play game problem game exclusively show rating would stop write review game bullseye bullseye pretty good nice game also family friendly time play game raining outside good,positive
Amazing 😍,amazing smiling face heart eye,positive
too much ads but it's fun,much ad fun,positive
"The game itself is awesome. My only complaint is the limited controls, along with the 'Screenshot' function being absolutely bull-dookie, specially for those like me who cannot access the data folder due to our own device's ""privacy reasons"". Why aren't we able to save the screenshots directly to our gallery? There should at least be some sort of album that allows us to check out screenshots taken by the game, so we can upload it later to our device.",game awesome complaint limited control along screenshot function absolutely bull dookie specially like access data folder due device privacy reason able save screenshots directly gallery least sort album allows u check screenshots taken game upload later device,positive
"I love this game, I really do. I play it on mobile every day for hours on end, but recently it's started crashing and I don't like that. I know with the pending update, things are bound to be a little off, so I m not complaining about that. But I'm not liking possibly risking my file trying to play a simple game. 5 stars for now.",love game really play mobile every day hour end recently started crashing like know pending update thing bound little complaining liking possibly risking file trying play simple game star,positive
"It was a REALLY fun game but the levels ended too soon so I had already beat the game and there was nothing left to do(would have been 5 stars if there were more levels,less lag,and less ads...also the hints were a bit odd...)",really fun game level ended soon already beat game nothing left would star level le lag le ad also hint bit odd,neutral
Dude xidh Gifocu Highv,dude xidh gifocu highv,neutral
Too many ads not worth even 5 minutes of your time,many ad worth even minute time,positive
Geometry dash is in excellent game but only bad thing is takes a long time for updates 4 stars,geometry dash excellent game bad thing take long time update star,neutral
I love play dead,love play dead,positive
this game is good and cool I gave it five star,game good cool gave five star,positive
For mobile game works well for easy flying,mobile game work well easy flying,positive
Hard advancing in game with things costing so much and people attacking all the time.,hard advancing game thing costing much people attacking time,negative
Is app ko download krne k bad itna internet kyu khatam hota h,app ko download krne k bad itna internet kyu khatam hota h,negative
Amazing,amazing,positive
This game So good But I hate tha ads after Each Game it comes,game good hate tha ad game come,negative
5000 daimand free,daimand free,positive
best game to exist!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,best game exist,positive
Way to many ads,way many ad,neutral
Hi my name is hriday Bhanushali is this game is very very very very very much more than anything good I like it game their grafic is very good and tekeoff and landing is very good and nice their plane also very very very much good.how your experience show the comments all play this game I am happy thanks so much for reading my comments . OK bye ✈️✈️👍,hi name hriday bhanushali game much anything good like game grafic good tekeoff landing good nice plane also much good experience show comment play game happy thanks much reading comment ok bye airplane airplane thumb,positive
One of the few app games that's actually with paying for.,one app game actually paying,neutral
It's ok,ok,positive
Old day dado,old day dado,neutral
Whoever got ahold of the game made a horrible do not play it do not recommend,whoever got ahold game made horrible play recommend,negative
I was quickly obsessed. I usually game on Xbox but I actually like the controls better on mobile. Makes way more sense. Such a fun game! Sank almost 200 hours in less than 3 months.,quickly obsessed usually game xbox actually like control better mobile make way sense fun game sank almost hour le month,positive
"love the game and lost countless hours going through years and years in it. latest update has come with a few crash/bugs that make you have to restart the app and sometimes lose progress as the pick up where you left off option doesn't come up. also when can I clean up my spouses room, its gross in there",love game lost countless hour going year year latest update come crash bug make restart app sometimes lose progress pick left option come also clean spouse room gross,positive
Level load failed that is more erating,level load failed erating,negative
Ko tải đc tài nguyên game,ko tải đc tài nguyên game,neutral
I like this game It's a fun game to play,like game fun game play,positive
eyy,eyy,neutral
"I like this game but the controls are too stiff and make you go wrong when doing something which makes your stamina run out in vain, PC version controls are much better",like game control stiff make go wrong something make stamen run vain pc version control much better,negative
Amazing game played ever !,amazing game played ever,positive
𝗍᥆᥆ mᥙᥴһ ᥲძძs ᑲᥙ𝗍 і𝗍's ᥒіᥴᥱ,𝗍 mᥙᥴһ ᥲძძs ᑲᥙ𝗍 і𝗍 ᥒіᥴᥱ,neutral
GOOD ASF I DON'T REGRET PURCHASING,good asf regret purchasing,neutral
this game was awesome but please i beg the developers to please explain me the ending i wasnt able to understand the ending i got very emotional just looking at it so please tell me it ending please,game awesome please beg developer please explain ending able understand ending got emotional looking please tell ending please,positive
Wayyyy too many ads. I shouldnt have 4-5 ads per game,wayy many ad ad per game,neutral
"Se tu pagar o pro, ele é perfeito, se não, não.",se tu pagar pro ele é perfeito se não não,neutral
đã mua máy ms oke,đã mua máy m oke,neutral
Emote,emote,neutral
very enjoying,enjoying,positive
GAME Download,game download,neutral
Game thì hút máu hack tràn lan mà mỗi lần cập nhật lad cứ văng game,game thì hút máyou hack tràn lan mà mỗi lần cập nhật lad cứ văng game,negative
"I love this game. The realism and the choices when you have pro and tbh pro is actually cheap and good when you compare it. However, please fix your physics 🙏🙏 I was just usually approaching without bad weather or anything and first of all it gave me a alert that my speed was low but that I was also over speed limit at 230 kts and then out of nothing my plane just stalled and I was at over 300 kts but it just crashed into the ocean and the progress was gone. (A321-200)",love game realism choice pro honest pro actually cheap good compare however please fix physic folded hand folded hand usually approaching without bad weather anything first gave alert speed low also speed limit kt nothing plane stalled kt crashed ocean progress gone,positive
Arman+Riya,arman riya,neutral
Love this game,love game,positive
I lot ads,lot ad,neutral
صاحب اللعبه إخرا*ئيلي,صاحب اللعبه إخرا ئيلي,neutral
"This app displays inappropriate ads featuring scantily clad women between games, which is especially concerning since the games is used by children under the age of 7. The content is not suitable for young users, and it's disappointing that the developers allow this kind of advertising. It raises serious concerns about the app's safety and appropriateness for kids.",app display inappropriate ad featuring scantily clad woman game especially concerning since game used child age content suitable young user disappointing developer allow kind advertising raise serious concern app safety appropriateness kid,negative
THE GAME IS USELESS,game useless,negative
Good,good,positive
Best shadow games for 2025 I'm give 5 star because is very Nice graphics,best shadow game give star nice graphic,positive
"I like everything but they need to have a separate save button. I hate when I have to put the game down, and when I come back I need to redo a bunch of stuff I already did.",like everything need separate save button hate put game come back need redo bunch stuff already,negative
I love you FREE FIRE🥺🥺❤️🙏 My emotion and love you Wald Bast gome really good for every player ❤️🇧🇩🇧🇩🥇🥇🥇🥇🎉,love free fire pleading face pleading face red heart folded hand emotion love wald bast gome really good every player red heart bangladesh bangladesh st place medal st place medal st place medal st place medal party popper,positive
Nice 👍🙂 up sorry I'm noob 😕😞 you want me free fire and then I can go get it now and then I can do that I can go get you a raha even e,nice thumb slightly smiling face sorry noob confused face disappointed face want free fire go get go get raha even e,negative
"I love it, I'm ashamed to admit it 😃",love ashamed admit grinning face big eye,positive
Best game ever no ads don't need wifi and you get to build it's so fun buy it now!!!!! It's super fun,best game ever ad need wifi get build fun buy super fun,positive
very nice and great 💯,nice great hundred point,positive
This game is very good. I rate this game 10/10 ❤️❤️,game good rate game red heart red heart,negative
Wow,wow,positive
"Way too many ads it's just an unreasonable amount at this point, the game is an okay passtime i suppose but after about 5 rounds its super boring.",way many ad unreasonable amount point game okay passtime suppose round super boring,positive
So bad,bad,negative
Nice,nice,positive
Got to think ahead,got think ahead,neutral
Most realistic game ever😚,realistic game ever kissing face closed eye,negative
Can not even pass level 1 in Poco Android.,even pas level poco android,neutral
Raushan kumar Sunita Kumar,raushan kumar sunita kumar,neutral
Good,good,positive
Game rác,game rác,neutral
Too much add very bad game,much add bad game,negative
Best game I've ever played,best game ever played,positive
"So far so good. but when I don't have WiFi it doesn't continue and I get a note says ""No WiFi connection"" and when I turn on the WiFi it keeps giving me ads. So annoying.",far good wifi continue get note say wifi connection turn wifi keep giving ad annoying,positive
This is very fun and cool 10/10,fun cool,positive
world best game,world best game,positive
Love it,love,positive
Hay hơn ff,hay hơn ff,neutral
Do good,good,positive
Forced ads.,forced ad,negative
it is soo fun and it not like the other fake 🙄 😆,soo fun like fake face rolling eye grinning squinting face,positive
Game càng ngày càng xịn,game càng ngày càng xịn,neutral
It shows only loading but it does not run the game,show loading run game,neutral
It makes my life perfect,make life perfect,positive
it's a w wonderful game,w wonderful game,positive
Mere sath kia huraha hain.... I'd bana k baned hujata hain please mere l'D wapis Kar dy Thanks,mere sath kia huraha hain would bana k baned hujata hain please mere l wapis kar dy thanks,neutral
"after the latest update, all I get is the loading screen it never progresses beyond that",latest update get loading screen never progress beyond,negative
If I didn't have Play Pass I would've never discovered this game. I got it on PlayStation after this,play pas would never discovered game got playstation,negative
It is the best,best,positive
Good,good,positive
Beautiful Grafic and Nice game,beautiful grafic nice game,positive
Randomizer is rigged. Crashes often. Now it won't even connect to the internet when I clearly have WiFi. Trash app!!!!!,randomizer rigged crash often even connect internet clearly wifi trash app,negative
Fun way to clear your mind.,fun way clear mind,positive
The game is good and very fun to play with Block Blast is my favorite game,game good fun play block blast favorite game,positive
Used to love this game. So many ads now.. ruineed. The entire thing. Every 30 seconds. Or you have to pay 6£ too stop them rip off. Do better,used love game many ad ruineed entire thing every second pay £ stop rip better,positive
Faisal king 302,faisal king,neutral
Love this game but where is 1.6,love game,positive
This game is the best for me,game best,positive
Tại sao không cho phép xóa tài khoản???,tại sao không cho phép xóa tài khoản,neutral
Nice dise gamrs,nice dise gamrs,positive
This game is unplayable with the number of ads it makes you go through. Absolute nonsense.,game unplayable number ad make go absolute nonsense,negative
good,good,positive
Yes this is becoming a constant issue for me. It has happened when I was cashing out my purple tokens I had like 4 I used at once and received no spis gems or anything. Please fix this as soon as possible. And also sometimes the spins dissappear even when u don't spin u look and boom everything gone. When it takes the spins it takes the purple gems as well. Again four thousand spins disappeared out of no where,yes becoming constant issue happened cashing purple token like used received spis gem anything please fix soon possible also sometimes spin dissappear even spin look boom everything gone take spin take purple gem well four thousand spin disappeared,positive
perfac,perfac,neutral
Great,great,positive
Worst game I've ever played don't play this game 😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞,worst game ever played play game disappointed face disappointed face disappointed face disappointed face disappointed face disappointed face disappointed face disappointed face disappointed face disappointed face disappointed face disappointed face disappointed face disappointed face disappointed face disappointed face disappointed face disappointed face disappointed face disappointed face disappointed face disappointed face disappointed face disappointed face disappointed face disappointed face disappointed face disappointed face disappointed face disappointed face disappointed face disappointed face disappointed face disappointed face disappointed face disappointed face disappointed face disappointed face disappointed face disappointed face disappointed face disappointed face disappointed face disappointed face disappointed face disappointed face disappointed face disappointed face disappointed face disappointed face disappointed face disappointed face disappointed face disappointed face,negative
Lovely game..,lovely game,positive
Fantastic 😍,fantastic smiling face heart eye,positive
انا لعبه جميييييله جداااااا احسن لعبه بحياتييييييييي,انا لعبه جمييله جداا احسن لعبه بحياتيي,neutral
Very nice,nice,positive
I love this game but add more free planes and the hd sd airport or multi planes and can u add free real time flight please,love game add free plane hd sd airport multi plane add free real time flight please,positive
I didn't play it but I think it's good,play think good,positive
❤️❤️❤️💔💔💔💘💘💘,red heart red heart red heart broken heart broken heart broken heart heart arrow heart arrow heart arrow,negative
This game is very beautiful 😍😍,game beautiful smiling face heart eye smiling face heart eye,positive
I bought this game by yesterday. And today I completed the game.,bought game yesterday today completed game,neutral
"The best adventure game I have seen ever. Controlling, motions, graphics and the most amazing part was the story. Everything was brilliant. Love this game. Brilliant work by developer.",best adventure game seen ever controlling motion graphic amazing part story everything brilliant love game brilliant work developer,positive
Sonia and Dimitri are very bad,sonia dimitri bad,negative
Ping hay esu s,ping hay esu,neutral
Cartoon game graphics just like Contra game,cartoon game graphic like contra game,positive
So difficult,difficult,negative
DMS F Fab We Download F it an S,dm f fab download f,positive
I don't like Plat. I like everything else,like plat like everything else,positive
MkMk Mohammed Mick McCarthy is not a good day 2and I don't know how much is Essex and Kent police spokesman f and Kent police spokesman said that he was 6Mohammed I don't think it will be the only way is Essex and Kent county Durham university in my life is Essex is Essex and Kent police spokesman said that he was the only way is Essex and Kent county Durham university in my opinion is Essex is Essex is Essex and Kent police spokesman f you can see the 7mins is ill Essex is Essex and Kent police,mkmk mohammed mick mccarthy good day know much essex kent police spokesman f kent police spokesman said mohammed think way essex kent county durham university life essex essex kent police spokesman said way essex kent county durham university opinion essex essex essex kent police spokesman f see min ill essex essex kent police,positive
"Superb game, still waiting for Inside Game.",superb game still waiting inside game,positive
"DISCLAIMER: I wouldn't recommend this game on mobile. -- I just completed the entire game on my phone, and it was great! The art was great, and the puzzles were challenging in a very fun way. My only issue is that this game was clearly not intended for mobile. It was intended for PC or an actual gaming console; the controls for a mobile device are very buggy. When you click to jump, there's a 50% chance he won't jump; which is terrible for timed jumps and is frustrating, makes it less fun.",disclaimer would recommend game mobile completed entire game phone great art great puzzle challenging fun way issue game clearly intended mobile intended pc actual gaming console control mobile device buggy click jump chance jump terrible timed jump frustrating make le fun,positive
Nice,nice,positive
"Sáng sớm vô bắt cập nhật nhưng CH play đã có bản mới đâu mà cập nhật, nguuu",sáng sớm vô bắt cập nhật nhưng ch play đã có bản mới đâyou mà cập nhật nguu,neutral
Very nice game 👍👍👍 I am giving it 5 stars because it is intresting and fun 😊😊,nice game thumb thumb thumb giving star intresting fun smiling face smiling eye smiling face smiling eye,positive
Fun game,fun game,positive
quá tuyệt,quá tuyệt,neutral
Life changing.,life changing,neutral
I love this game so much,love game much,positive
Leider seit einiger Zeit nur noch am abstürzen. Eigentlich mag ich es sehr gerne,leider seit einiger zeit nur noch abstürzen eigentlich mag ich e sehr gerne,neutral
Good !,good,positive
ل٧٧٧٦٦٦٦٥٤٤٤٤٤٤٥٦٥,ل,neutral
it's really fun when you're playing with your siblings,really fun playing sibling,positive
Nice game🤣👍,nice game rolling floor laughing thumb,positive
mãi đỉnh,mãi đỉnh,neutral
Hay,hay,neutral
"mấy cái sự kiện hợp tác xàm Iồn, cộng đồng game thủ toàn 1 lũ scam",mấy cái sự kiện hợp tác xàm iồn cộng đồng game thủ toàn lũ scam,negative
Main BD server mein game ke andar nahin ghus pa raha hun 99 Ho jaane ke baad mein game mein nahin ghus pa Raha tu iska koi ilaaj kijiye,main bd server mein game ke andar nahin ghus pa raha hun ho jaane ke baad mein game mein nahin ghus pa raha tu iska koi ilaaj kijiye,neutral
Is a good game but is good if all the plane are free please.,good game good plane free please,positive
Vary good game best game of my life and his event is so cool,vary good game best game life event cool,positive
"El juego siempre mejora pero esta fue una excepcion, ejemplo las paredes gloo, siempre que me tumban para rematar se pone la pared antes q caiga algo q es muy molesto",el juego siempre mejora pero esta fue una excepcion ejemplo la paredes gloo siempre que tumban para rematar se pone la pared ante q caiga algo q e muy molesto,neutral
This is the best game ever it's soooooo entertaining and now I will never I mean never be bored,best game ever soo entertaining never mean never bored,positive
Like good,like good,positive
SATISFYING,satisfying,positive
Naadik bya jd ko Ani pskt.,naadik bya jd ko ani pskt,neutral
Great game,great game,positive
very good,good,positive
Love!!!,love,positive
Cằc,cằc,neutral
God level game must try,god level game must try,positive
I am actually amazed by this game,actually amazed game,positive
Thi i the bet game ever and this is so good worth 2$,thi bet game ever good worth,positive
"you know what concernedape, i wanted a witch girlfriend for a very long time now so plsss 🤧🤧 new character pls lol",know concernedape wanted witch girlfriend long time plss sneezing face sneezing face new character pls lol,positive
"At first it gave me an eerie vibe, but i swear it has the most beautiful endings ever, never thought that a just 2d, no color game would make me emotional",first gave eerie vibe swear beautiful ending ever never thought color game would make emotional,positive
there's still soooo many bugs 😥,still soo many bug sad relieved face,negative
The best game.......,best game,positive
I love this game however I'm not able to customize it. I cant change my user name or photo. I tried to email support and got a kick back email saying the email does not exist.,love game however able customize change user name photo tried email support got kick back email saying email exist,positive
I like it but it has ad's,like ad,positive
Please next update me esa karna game me home open door Vndo old free fire,please next update esa karna game home open door vndo old free fire,positive
Super.....I like this game.......,super like game,positive
Way to many ads I can only give one star sadly not zero no matter how high I sung not It said I did not have a high voice but I did,way many ad give one star sadly zero matter high sung said high voice,negative
Ore nahi india max,ore nahi india max,neutral
Awful. Adverts quite literally every 30s.,awful advert quite literally every,negative
Op game,op game,neutral
ye Kiya babaseer Bana diye ho,ye kiya babaseer bana diye ho,neutral
This is the most intertenting game in the world,intertenting game world,neutral
"Normal game, so many toxic.",normal game many toxic,neutral
Yo I'm a fan of planes and I really like this game I wish there was multiplayer though but it's still good,yo fan plane really like game wish multiplayer though still good,positive
It doesn't let you have your money back 😡😡😠😡😠😠😠😡😠😡😡😠😡😡😠😠😠😠,let money back enraged face enraged face angry face enraged face angry face angry face angry face enraged face angry face enraged face enraged face angry face enraged face enraged face angry face angry face angry face angry face,negative
Ace !,ace,neutral
Love it,love,positive
This is just a waste of time.,waste time,negative
"I,like❤️❤️",like red heart red heart,positive
The crush and not coming again,crush coming,neutral
My device not handle this Please free fire. Give a one phone,device handle please free fire give one phone,positive
So good,good,positive
Yippe,yippe,neutral
I like it 😊 so much,like smiling face smiling eye much,positive
So fun but most of the app is paid,fun app paid,positive
this is the best game 🎮 I've had,best game video game,positive
Not my gume account number please parnmantly bock,gume account number please parnmantly bock,positive
The Best,best,positive
Tooo many commercials,many commercial,neutral
Nice Game :)) I love it so much. I hope this game will improve and update many times in the future :v,nice game love much hope game improve update many time future v,positive
Lots of fun!!!,lot fun,positive
😁😁😁😁😁😁😁😁😁,beaming face smiling eye beaming face smiling eye beaming face smiling eye beaming face smiling eye beaming face smiling eye beaming face smiling eye beaming face smiling eye beaming face smiling eye beaming face smiling eye,positive
I USED HACK TOOL,used hack tool,neutral
Free fire download,free fire download,positive
Pro should be not there we are not able to pay,pro able pay,positive
Too many ads. they force you to watch 4 ads to play just 1 round. Not acceptable,many ad force watch ad play round acceptable,positive
nice,nice,positive
Free fire India came back,free fire india came back,positive
cute amazing,cute amazing,positive
Finally purchased it to support developers. Definately worth it.,finally purchased support developer definately worth,positive
I LOVE THIS GAME,love game,positive
Good,good,positive
We need free fire India 😡😡,need free fire india enraged face enraged face,negative
many distrub in this game,many distrub game,neutral
Good game! But for the building there should be some building in the game it will be more great with buildings.,good game building building game great building,positive
Game toàn trẩu thế thôi dc cái miệng sủa,game toàn trẩyou thế thôi dc cái miệng sủa,neutral
I think this the best game i have ever experienced...!!❤️❤️🤩,think best game ever experienced red heart red heart star struck,positive
10đ nhưng lâu lâu hơi lagg,đ nhưng lâyou lâyou hơi lagg,neutral
Love this game,love game,positive
It's fun,fun,positive
Not annoying,annoying,negative
It's a boring game and not that much skins nd buildings,boring game much skin nd building,negative
This is a great game but in the ads people are eating the hole map and you can't so game davalapors need to fix this mistake Thank you,great game ad people eating hole map game davalapors need fix mistake thank,positive
Full of ads,full ad,neutral
Too many ads and too expensive to remove. I would pay a dollar to remove them at most,many ad expensive remove would pay dollar remove,negative
"black and white game that seems hard for the puzzle and need some time to think it through. Quite gore eventhough just a shadow, so be careful not to play it with children under 7y.o. I got stuck a lot and ended up not continue the game. this is me though, not the game. The game itself is good.",black white game seems hard puzzle need time think quite gore eventhough shadow careful play child got stuck lot ended continue game though game game good,negative
Great,great,positive
It's good don't know if I'll get real money never have on any game,good know get real money never game,positive
Amazing,amazing,positive
If there would be planes for free it would be very nice.it gets bored of playing with only those planes,would plane free would nice get bored playing plane,positive
"Lumayan seru, tapi malah kaya ""jalan simulator"", lama di jalanya doank....",lumayan seru tapi malah kaya jalan simulator lama di jalanya doank,neutral
"Rác, chỉ cần muốn thì nấp trong trụ cũng phải chết, ghép đồng đội thì gà, game chat vài từ thông dụng cũng không cho mà hiện ra *** r còn cấm chat. Nản thật sự",rác chỉ cần muốn thì nấp trong trụ cũng phải chết ghép đồng đội thì gà game chat vài từ thông dụng cũng không cho mà hiện ra r còn cấm chat nản thật sự,negative
Pubg on top,pubg top,positive
Ez,ez,neutral
I like cheese,like cheese,positive
amazing!!,amazing,positive
"It's winning. No problems with it, doesn't crash and is up to date",winning problem crash date,negative
Would give more stars but all of the ads ruin the game. Too many ads!!!,would give star ad ruin game many ad,negative
Im Playing through my Survey platform and I honestly am already addicted to Coin Master,playing survey platform honestly already addicted coin master,positive
Kool game,kool game,neutral
2018 starting game old player,starting game old player,neutral
Free fire max free daimond my luck,free fire max free daimond luck,positive
"Amazing gameplay than other BGMI , Indus With realistic graphic design I love 💕😈😈😈 FREE FIRE Max",amazing gameplay bgmi indus realistic graphic design love two heart smiling face horn smiling face horn smiling face horn free fire max,positive
Good,good,positive
Good game play,good game play,positive
Great game to waste time.,great game waste time,positive
this game is so so fun i love it but can you do free some planes pls:(,game fun love free plane pls,positive
Really good game flight can I play Can add some plane like 737-300 or dc-9? Pls,really good game flight play add plane like dc pls,positive
It's a really good sandbox that I've played for hours,really good sandbox played hour,positive
Update cờ liên quân,update cờ liên quân,neutral
it works,work,neutral
"Really I enjoyed playing this game, I wish it have more levels and Infinite mod.",really enjoyed playing game wish level infinite mod,positive
I will play this forever.,play forever,neutral
Lag,lag,neutral
fix cs rank matchmaking panel user abused this game,fix c rank matchmaking panel user abused game,negative
Good game,good game,positive
many ads,many ad,neutral
was my fav... I had to restart.. seems like there are maps missing so far? and I miss the challenges with the teams and the rockets and also miss eating the whole board and getting a score... I used to get good scores,fav restart seems like map missing far miss challenge team rocket also miss eating whole board getting score used get good score,positive
Awesome 😎,awesome smiling face sunglass,positive
This app is nice and we can play this game in timepass but they are way to much of ads that distracts our mind but after 35th level when I opened this game it told error error and it switched off by its self but after sometime I tried to play again that time it glitches and ads are still coming and and disturbing so I gave this game a 4 star only for ads and glitch,app nice play game timepass way much ad distracts mind th level opened game told error error switched self sometime tried play time glitch ad still coming disturbing gave game star ad glitch,negative
2nd best mobile game. i love block blast 💓,nd best mobile game love block blast beating heart,positive
